context,gold_answers,predicted_answer,correct
A bench is on the right of a horse from the horse's perspective. The horse is facing right relative to the camera.,['front'],left,False
A suitcase is on the left of a deer from my perspective. The deer is facing toward me.,['left'],left,True
A suitcase is on the left of a deer from my perspective. The deer is facing left relative to me.,['left'],right,False
A suitcase is on the left of a deer from my perspective. The deer is facing away from me.,['left'],right,False
A suitcase is on the left of a deer from my perspective. The deer is facing right relative to me.,['left'],right,False
A chair is in front of a box inside the box.,['front'],front,True
A bicycle is outside and to the right of a car relative to observer. The car is facing toward the observer.,['right'],right,True
A bicycle is outside and to the right of a car relative to observer. The car is facing left relative to the observer.,['right'],right,True
A bicycle is outside and to the right of a car relative to observer. The car is facing away from the observer.,['right'],right,True
A bicycle is outside and to the right of a car relative to observer. The car is facing right relative to the observer.,['right'],right,True
An umbrella is on the right of a box inside the box.,['right'],right,True
A sheep is on the right of a cat from my point of view. The cat is facing toward me.,['right'],right,True
A sheep is on the right of a cat from my point of view. The cat is facing left relative to me.,['right'],left,False
A sheep is on the right of a cat from my point of view. The cat is facing away from me.,['right'],left,False
A sheep is on the right of a cat from my point of view. The cat is facing right relative to me.,['right'],left,False
A horse is behind a bag.,['back'],back,True
An umbrella is on the right of a chicken relative to the chicken. The chicken is facing toward the camera.,['left'],right,False
An umbrella is on the right of a chicken relative to the chicken. The chicken is facing left relative to the camera.,['back'],left,False
An umbrella is on the right of a chicken relative to the chicken. The chicken is facing away from the camera.,['right'],left,False
An umbrella is on the right of a chicken relative to the chicken. The chicken is facing right relative to the camera.,['front'],left,False
An umbrella is in front of a cat from the cat's perspective. The cat is facing toward the camera.,['front'],front,True
An umbrella is in front of a cat from the cat's perspective. The cat is facing left relative to the camera.,['left'],right,False
An umbrella is in front of a cat from the cat's perspective. The cat is facing away from the camera.,['back'],back,True
An umbrella is in front of a cat from the cat's perspective. The cat is facing right relative to the camera.,['right'],left,False
A deer is inside and on the right of a bus relative to the bus. The bus is facing toward the camera.,['left'],right,False
A deer is inside and on the right of a bus relative to the bus. The bus is facing left relative to the camera.,['back'],left,False
A deer is inside and on the right of a bus relative to the bus. The bus is facing away from the camera.,['right'],left,False
A deer is inside and on the right of a bus relative to the bus. The bus is facing right relative to the camera.,['front'],right,False
